Date,SP500,AAPL,AIG,AMZN,AVGO,BAC,BRK-B,C,CSCO,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,LLY,META,MO,MRK,MSFT,NVDA,PFE,PG,T,TSLA,TWX,UNH,V,WFC,WMT,XOM,HD,MA,ORCL,VZ
2013-02-05,141.1833095743,4408.3666167205,2.8521478349,1487.9902921269,226.1857047884,64.2366256249,211.9165319137,10.0119390499,56.6758171922,435.3213964588,71.4346990594,709.5617460047,206.2568535254,71.5565857488,213.4772199106,125.8028909060,182.9937341368,104.6558804265,84.1610343780,639.2236522868,83.9701526509,120.6657009248,152.9705534582,94.0702786169,285.2731584069,132.7140711921,159.6065299208,54.2579830755,418.2746946982,256.1248478029,185.7388773412,149.0110530536,294.7355457329,171.5216201368,1280.8480009273,119.9351860898,162.5252882426
2013-02-06,141.2783325654,4403.3600632320,2.8521478349,1461.9536678154,227.5905849424,64.5069817935,211.7433798086,10.0422641215,56.9715638665,435.6972892104,71.1177749288,713.6667405650,205.3211254055,70.9146711458,215.5645273114,125.3387687424,183.8093852860,104.3270172163,85.3658536552,638.1015510845,83.2810420567,119.9636459373,151.7408866296,93.4205747656,286.9689697835,133.0144142102,163.9598158142,56.4843414682,415.4509603893,258.1959382166,186.3784373204,150.1480598164,294.8997621045,172.2450130225,1287.8833295871,118.6506491476,163.2182820653
2013-02-07,141.0809027527,4533.8193033737,2.8440514152,1450.8588321922,223.2482281029,64.0203406900,210.1850108684,10.0002755607,56.7295893146,432.3518437148,71.2445445808,717.1694221518,204.0137378792,70.3065415218,214.6209499934,124.3589552857,186.6881540461,104.0368437960,84.1904202139,647.2653775825,83.0986304293,119.7003753167,151.1260532150,92.1895569429,286.9689697835,132.4137281733,165.2574298792,56.8644514377,413.0616467442,252.1592715863,184.7262407064,149.9796143702,291.7139644746,171.3149364566,1278.0437090802,116.8252545459,162.1605546503
2013-02-08,141.8785636055,4598.9823656738,2.8550919875,1460.4483383700,225.5471229003,63.5877708203,210.4880270508,9.9559543022,56.9177917439,434.6823787780,71.3079294073,727.7515977459,205.9952470977,70.9484561246,215.8218665798,125.3903378716,186.0164413364,103.9207744275,83.8671760173,648.7615125185,83.4634536847,120.8850931071,152.1097866776,91.9159974268,285.4615818937,132.4137281733,164.2528254415,57.0925174195,418.0574843638,253.3473389542,185.8987673362,150.5060063896,292.9039591163,173.1234186688,1290.1464423043,117.9745770729,161.7593477005
2013-02-11,141.7996097415,4646.9106209844,2.9036705055,1434.0214434493,226.0579884108,64.1284831571,210.2282988944,10.0655910997,57.1866523565,434.6823787780,71.1494673421,725.0180234895,204.4427244101,71.0498110620,215.6217138146,125.4676915660,185.2487696680,104.2689825323,83.0443726087,649.8836137198,83.8688128578,122.2453246445,153.8313202370,92.8050658545,285.6876900780,132.2635566639,160.8204269490,56.6146648863,413.5684708511,250.9872591816,187.9240406037,150.3375609432,291.8131306937,171.4957846780,1281.2415857377,118.1773986956,161.6499276231
2013-02-12,142.0334274953,4529.8494883164,2.8433153771,1442.3286319427,224.3976755016,66.2372612713,211.4620076387,10.3455148383,56.3531844567,437.9150564461,71.5614687120,723.4242107060,204.3201568303,71.5903707276,216.7368506456,126.7053506688,180.2109243381,104.0755335850,80.4290332021,648.2004619129,84.0106885681,122.3330815179,152.9705534573,92.2921417616,286.3283299330,133.6526431238,158.6019254842,57.0164954252,412.7720329688,251.7418425100,189.2564572272,150.3375609432,292.4081280140,173.9243179341,1278.2651005332,118.6506491482,162.0876079329
2013-02-13,142.1839195202,4521.8130333715,2.8609802927,1502.3745514114,224.5892500680,65.8046914021,212.0463959905,10.2638704146,56.8371335599,437.6519315190,74.1285541708,725.4257430422,204.3712266555,71.7930806019,216.3365451165,125.5192606953,178.5316425609,104.3270172166,81.9864825117,650.4446643199,83.4026498085,122.9912580683,152.1097866768,92.3263367015,288.5140423763,132.9768713321,160.9460025036,57.3966053949,414.3649087318,249.0124985554,187.2311839585,150.3165052627,293.1022915556,174.2601789164,1277.2073413267,118.2788095075,162.3793948062
2013-02-14,142.2991232104,4517.7463935443,2.8860055898,1501.0922337320,227.5267267536,65.5884064672,214.7302536112,10.3385167449,56.4607287017,438.3338093646,74.1919389971,730.0218543334,203.9218121924,71.7255106438,216.7654438977,126.9116271857,176.7564018257,104.4441508437,83.7496326729,637.9145342110,83.4837216428,123.0351365046,156.5365872585,92.5315063384,289.3431057169,132.4888139275,160.3181247307,58.2437076125,413.0616467457,250.9592913647,187.6575572787,149.1163314566,292.6064604536,173.9759888540,1284.4640614535,117.9745770732,161.6864009835
2013-02-15,142.1630801198,4456.3594968416,2.8227063089,1478.1220212733,224.3976755016,65.0476941305,215.9423183430,10.2265472494,56.4338426402,435.4926516663,73.8116300405,734.9793534074,205.2802695436,71.3538758736,217.7662077198,126.0349519881,179.5392116271,104.6198512843,83.2206876248,642.9639896254,83.9498846913,122.9473796314,156.6595539406,93.3179899473,288.4386729833,132.7516140686,155.0439514372,58.1242444791,415.0165397268,254.1932199173,187.3910739543,145.9158679740,292.0775739457,174.4410271367,1286.8501694303,117.6703446397,161.9417144982
2013-02-19,143.2285084098,4453.8420531494,2.8411072626,1503.9356338176,227.0158612430,65.9128338699,218.6478199766,10.3805053057,57.6974875203,439.1293335179,75.2694810418,747.6557248697,204.6061478497,71.2525209360,220.0536678847,127.5046721730,180.7386986093,105.7716652841,85.1013811307,650.2576474500,85.5713213828,124.0882189859,154.4461536501,94.7541774071,291.6041875561,133.9154432649,164.4202595160,58.4174721699,410.2379124386,253.5818304397,187.2844806251,144.7788612109,295.2508929939,174.5185335179,1286.1859950448,119.6647572604,162.3064480890
2013-02-20,141.4580571216,4348.1094171963,2.7652953331,1486.0946920992,221.3963406272,63.8040557561,216.9162989306,10.0819199846,56.7564753754,435.6062979734,74.1919389977,734.3214423160,203.5745373793,70.0362616881,219.1672770703,125.3387687427,181.0265754853,105.9864102669,83.5733176578,652.5018498580,86.4631115633,123.3361691740,152.2327533591,94.2754482538,290.4736466387,133.1645857194,162.8296358241,57.8092962185,399.7394130905,250.0582963451,187.0712939648,145.7263668474,294.0939537574,171.6507974380,1261.7099390195,118.3126131103,163.8383291725
2013-02-21,140.5979896219,4319.0619897206,2.7439502267,1482.6937625833,215.0105217455,61.7493488759,216.8080788663,9.8789752741,55.8154632304,435.6062979734,74.3187087006,737.1662128139,202.5735688054,68.4145826908,219.7963286154,124.4105244158,180.9306165271,105.4593089452,80.2527181865,658.2993727400,86.1388242249,121.6108784285,151.1260532141,93.7283292218,290.3229078495,133.0144142104,147.1745500146,57.1359585583,399.9566234208,253.3083140950,188.9899739036,147.9372133316,292.8378483010,166.3286926413,1278.1421052727,115.8787536408,164.5677963549
2013-02-22,141.8522208610,4364.9569251080,2.8300666904,1479.7946095536,217.6925656758,61.8574913436,219.0590562239,9.9816139783,56.1918680885,439.2808619263,74.7340755161,741.0395485397,205.3926231583,68.9889273357,219.7677353638,126.1123056828,184.8169543516,105.9473657251,79.7237731381,660.5435751477,87.0914182811,122.8053104823,153.9542869191,93.6257444034,290.1344843629,133.9529861424,151.1511092443,57.5486493821,394.3815582505,256.5100642535,190.9086538410,148.2319928631,294.8542281126,169.4289478623,1288.5721030127,117.4675230173,165.5890504104
2013-02-25,139.2549186856,4287.4002937704,2.7277573874,1448.8517262691,210.4127321507,59.6405707622,213.3666807876,9.5990515356,55.5466026176,430.1133930951,72.8809004927,732.7554285887,201.7360236716,68.3470127327,217.8078394936,122.9923733611,180.9785960064,104.9712521662,80.1351748426,648.0134450439,86.1793601423,121.0800197376,151.2490198972,91.7792176691,286.1022217537,132.1133851551,144.1188781850,56.0825109284,385.9103553302,250.8144885946,185.4190973512,148.3162155866,289.8959171010,165.1402614730,1256.7655297135,115.8787536408,166.7561979024
2013-02-26,140.1277989902,4346.4633962686,2.7741277909,1446.0083261849,211.5621795494,60.1812830993,213.6696969700,9.6317093051,55.3852862500,435.4926516658,73.6477315370,732.1623819735,203.4008999752,69.5294870012,218.3266354594,122.7345277145,182.8497956993,106.2597220643,80.4878048746,641.4678546906,85.9766805559,121.0800197376,153.0320367990,92.4289215203,286.7051769103,133.2396714736,144.1188781850,57.0898023192,384.1002692357,253.9357927709,185.2059106908,149.7269462001,292.5734050478,174.5443689789,1253.8136435627,116.0139680553,168.2151322678
2013-02-27,141.9451721300,4304.5382759464,2.7800160961,1467.6962209569,215.1382381232,61.1545653058,219.0590562225,9.8346540155,56.1649820272,441.8947270062,74.6701729293,741.1044130143,206.6591548258,70.7119612699,219.9694893510,127.0663345753,184.4810979959,106.9820460977,78.9597414015,637.1664667428,87.0914182810,123.0265016046,155.8774182433,93.7283292220,289.2300516272,134.5912150555,146.9233989044,58.2145631527,390.0373516260,257.2179889132,187.2311839591,150.8850086441,295.9450565357,175.8361419874,1267.3185227144,117.2308977903,169.0540195276
2013-02-28,141.8289963240,4273.8448275830,2.7976810117,1473.3830211225,218.5227221304,60.7757317151,221.1152374644,9.7903327568,56.0574377818,443.7888321378,74.1909035264,742.4202351990,205.1270600678,70.4416814372,219.3642273907,126.1380902475,185.7765439372,106.7087343007,80.0764031701,627.4415896471,86.6049872740,122.9822633808,156.6196916632,93.5915494635,287.0820238816,134.8164723196,145.7932189132,58.0616830394,386.9964069887,255.2390177101,186.9647006346,149.0321087337,296.0111673497,176.9729022360,1273.7880731993,115.8111464334,169.7105399925
2013-03-01,142.1613271241,4168.4026659022,2.7859044013,1481.5787037164,215.2020963120,61.3710416428,220.8771533218,9.8229905264,56.0036656595,442.8417795718,74.0950496462,747.0441455481,207.2515647971,71.0160260821,221.0647252764,126.1123056831,185.6805849778,106.9430015547,81.6338524791,626.3194884428,86.4023076878,123.6458367440,157.2382528471,93.6599393422,288.2502494972,135.1919010928,145.0397655849,58.5530834036,387.5032310939,254.3380226912,188.6168972484,151.0534540905,295.6145024691,178.3421816261,1274.9688276640,117.0618797718,170.4035338155
2013-03-04,142.8183499127,4067.1239688213,2.8020972406,1522.6686226139,214.1803652909,61.7498752334,220.6607131907,10.0166044455,55.7616911079,445.0768236262,74.3506599944,760.8788111882,209.5803488288,71.8606505595,222.5058251796,126.6022124116,186.2563387289,106.9039570124,81.4575374633,634.5482305997,87.8413327516,124.5306012284,156.4959794266,94.6857875279,288.9662587442,136.0178443928,148.9326077781,59.1427638408,386.0551622173,256.6226886333,191.0685438360,154.2539175730,294.0278429457,181.5974496093,1282.6191326149,118.4816311288,171.8259948213
2013-03-05,144.1893200412,4174.7930999404,2.8153459274,1536.4953524472,219.2251622074,62.5075424142,222.1974381190,10.1705625018,57.0253359886,446.7436361393,75.3731013869,777.1505277792,210.9490201459,72.6714900577,223.8316370907,127.6078104323,185.5846260183,108.4266941645,80.8698207424,640.3457534831,87.6589211237,125.4153657135,158.3516629771,95.9851952299,290.3605925427,137.4069308520,153.4114692260,60.1146445613,387.3584242049,257.8937351798,191.2284338301,155.2224788901,296.2094997906,182.0624878922,1296.6159927923,119.8675788820,173.9414496498
2013-03-06,144.3868614082,4121.3458334198,2.8300666904,1526.4598227379,221.6517733824,64.5099485345,223.4527908758,10.3991668883,58.3427529916,448.7892696783,75.6287117352,770.3860897877,212.8386036809,73.4823295566,223.0534431421,129.0001769230,187.2159283155,107.5286696899,80.6935057261,638.2885679449,88.5304433452,124.2651718831,158.2279507404,96.1561699273,290.9258630019,136.2431016556,157.7647551197,60.5623648932,388.1548620879,259.1326033305,192.1344771347,154.5065857425,296.0442227571,182.0883233530,1297.7967472513,121.2197230320,172.4460419252
2013-03-07,144.6631547791,4167.3375935900,2.8712848268,1526.9615992218,223.3120862917,66.3499974019,223.8207390989,10.4971401968,58.6116136044,449.1302086034,75.6606630289,771.5814493797,213.9008560454,73.9553192641,224.0910350722,130.5472508021,187.6957231080,108.0557710115,83.9553335250,635.1092812024,87.6994570406,124.4863630043,157.8568140297,96.6690940200,289.7953220843,136.6185304285,160.0251151028,62.0038059615,389.5305275181,258.2476975086,194.1064537368,154.3802516573,293.2345131833,181.4941077683,1295.5582335900,121.4901518624,173.1755091071
2013-03-08,145.3217180791,4180.1184616822,2.9132390014,1528.6899404562,225.2278319562,65.3217347993,224.2969073853,10.8890334307,58.6922717883,449.1680907065,75.9482246708,770.5158187338,214.8813966901,73.0093398493,225.3592029883,129.4385145219,188.1755179015,107.6848478593,82.1627975277,635.8573486705,87.0914182810,123.8670278647,158.5990874504,96.3955345039,290.8504936088,137.7072738691,161.0297195398,62.7463665117,389.6029309635,258.5051246576,194.5328270569,154.7592538490,294.0939537576,184.3876793088,1301.8555907174,120.7126689767,174.9262303453
2013-03-11,145.8073722577,4239.6656879657,2.9051425818,1512.2428223153,225.1639737674,65.7546874738,225.2492439608,11.1036416303,58.8267020948,449.7742043490,75.4689552681,773.5737153579,214.5749777395,73.2796196822,226.0797529396,130.1604823316,188.6073332158,107.5091474191,82.6917425761,640.7197872169,88.4899074268,123.3361691733,157.1145406107,96.6007041409,291.4911334620,137.4069308511,163.6668061864,62.5279663501,392.4990687127,259.3256736923,197.8905169480,154.6532979042,294.7220064858,184.2585020081,1305.9390332345,121.2873302405,174.3791299582
2013-03-12,145.4643269354,4148.2631162056,2.8786452083,1528.3554227995,226.3772793549,64.9970202933,222.9549785759,10.9520162720,58.3158669306,447.9558634251,74.7979781047,766.8926745489,215.0550340978,73.1106947869,226.4256169169,129.6447910393,186.9280514402,107.5286696901,81.7807816591,638.8496185434,91.2868857197,123.4688838458,157.6093895577,95.5406610155,290.8128089110,137.8574453779,163.7505232225,61.6106856701,396.9880822257,257.1053645367,195.3855736952,155.9671516267,294.7220064858,183.7934637251,1286.9239666039,119.7999716757,176.3851647093
2013-03-13,145.7043970405,4147.4885181274,2.8624523690,1533.7634582566,229.8256215510,65.2676157153,224.3401954120,10.9566816676,57.9932341950,448.3725665547,75.0535884531,764.7614132631,216.5973428192,73.1782647453,226.3967949193,129.3353762642,186.4962361266,107.4896251474,79.6356156292,642.7769727534,91.2463498447,123.5131220702,157.6093895577,95.8142205313,289.4184751128,137.4069308500,163.1645039670,61.8400058403,395.9925348742,256.4135290750,195.9718370088,156.0731075727,295.0525605522,183.8194416005,1297.5507567527,120.2394185246,174.8532836269
2013-03-14,146.5238428489,4186.9930194820,2.8720208650,1481.3556919591,234.0402620129,65.5382111369,225.0760918562,11.0709838609,58.0470063174,454.5852313821,75.6926143234,761.2679980248,220.4173657480,73.1782647453,227.9820048134,131.5012796941,188.5743232347,107.5091474185,79.4593006131,640.3142257343,90.5915206915,124.4863630034,157.7331017950,96.1219749865,291.6418722533,138.3830456598,153.9556299616,62.5934863987,397.8096812342,258.4890354601,197.0377703072,155.1618864427,296.9367187358,182.4685921152,1296.8127852180,122.7070815985,176.8228450194
2013-03-15,146.2859932050,4297.5668933630,2.8683406742,1460.6155972108,229.9533379286,68.0276890165,222.4788102891,11.0243299044,58.9880184623,453.7518251260,74.8938319856,755.1429384230,219.5185368240,72.2660703095,228.2414027954,128.9743923593,187.6560986975,107.6262810460,78.3720246803,638.0409207896,90.2231792926,124.1766954336,156.4959794287,95.8142205306,287.6849790384,136.7687019372,147.7187107494,61.8618458563,397.8096812342,255.0942149407,203.5932600963,153.6361208287,295.4161700266,179.3772250221,1277.6009261770,122.8422960129,175.1450705007
2013-03-18,145.4815222295,4412.4978813534,2.8411072626,1437.8126435776,225.1639737674,67.9735699321,221.0286614134,10.7863947267,58.2620948076,451.2894884568,74.2867574088,748.5267620860,217.7719488009,71.8268655810,227.1461668684,127.6593795626,187.3178054468,106.7087343000,77.8430796315,634.0626371413,89.2818623845,124.3094101064,155.2588570617,95.8826104092,287.0066544888,135.7175013732,147.1326914943,61.3922855085,399.7721993030,254.3219334953,201.2482068381,153.1063411020,293.4328456231,180.1565612641,1266.8757398211,121.8281879003,177.8076257171
2013-03-19,145.1315924150,4400.5884360822,2.8249144233,1429.6169609702,225.4194065226,68.7853561972,220.2711209570,10.6814233247,57.8588038882,452.5395978420,74.5104164635,751.9089810839,218.0068699967,71.4214458320,227.2902768579,126.8600580587,190.0724790558,106.9625238252,78.0193946475,638.2303628691,89.4251062616,124.6633159004,154.2691591684,95.7116357121,290.5867007317,135.6799584963,146.8396818667,60.5842049092,401.0078588277,250.9914697631,199.8091968843,153.5301648836,292.8047928936,178.7018002783,1258.4874633302,120.6450617695,178.5370928990
2013-03-20,146.1050999850,4377.2536693654,2.8190261181,1434.1329493387,229.4424724181,69.1641897877,221.5048297006,10.7514042593,58.2620948073,455.9111049734,74.9577345725,754.4108965017,219.6615323340,71.5228007693,228.9907747457,126.6537815415,192.6821698443,107.9581596555,75.9917719621,644.8608356219,90.2845695253,125.1941745915,156.0011304826,96.7374838974,292.3578815034,135.8676728830,150.4813729506,61.5451656217,398.8999690500,256.3491722917,199.5427135603,154.6744890941,292.9700699262,178.9356011510,1275.7559973204,120.7802761847,177.2605253293
2013-03-21,144.8978171581,4383.5472786506,2.7822242105,1412.7238192740,228.2930250194,68.0276890167,220.6823572046,10.5507922467,56.0305517208,455.8732228729,74.4145625830,751.7421867176,216.8016221207,71.0835960412,227.7226068303,124.6683700632,193.6487219871,107.5286696895,75.6685277656,641.4508782082,89.6092769607,124.3536483308,153.6505979853,96.1219749863,290.9635477042,135.7175013740,150.7325240597,61.2721654193,400.2083144288,253.8875251854,197.9438136125,154.9711657414,291.4495212172,179.1174462737,1264.4158346771,109.1856400992,177.9899925122
2013-03-22,145.9366849072,4471.6578086242,2.7814881724,1437.0321023581,229.8338103401,67.9735699322,222.0026420018,10.5507922467,55.7885771693,459.0553194915,74.6701729308,750.8618831457,216.6177707505,72.0633604351,229.8266126895,125.7771063436,193.5037391661,108.4852609772,75.6097560935,642.3980886041,89.8343744823,124.9729834703,154.3928714048,97.0452383531,291.1896558874,136.7687019378,153.2858936700,62.0147259696,395.8471631641,257.5719512486,198.2635936031,157.4081524850,295.1517267732,180.7020966318,1273.0009035700,108.1039247796,178.7924064127
2013-03-25,145.4498036316,4488.6021413155,2.7748638290,1427.3868432494,228.0362274659,67.1076645830,221.6346937796,10.3781726079,56.0574377823,455.2671092297,74.2548061149,750.2410374653,215.2490994332,71.4552308109,229.6536807005,125.1067076629,193.8903600240,108.5828723331,73.8759917682,641.8297623685,89.4046428502,124.5748394519,153.5268857477,96.2929496842,288.9662587473,136.6185304283,157.0950188271,61.7417257674,398.7545973410,263.8628271885,198.3168902672,158.6160502633,294.2592307927,180.4682957589,1279.1260673342,105.6362617061,179.3030334400
2013-03-26,146.6312271159,4464.3959517599,2.8293306522,1451.3048557415,229.7054115634,66.4582355712,224.7081436347,10.4574843339,56.0305517208,458.2976774370,73.8713905926,752.8170837125,216.9037617701,73.4823295576,233.0258544759,125.4161224380,196.6450336342,109.8908645026,74.0523067840,650.9229821414,90.8370816232,124.5306012272,154.6402958773,97.7975270230,291.6795569510,137.9325311331,158.4763499283,62.1457660671,404.4967798395,269.4296892754,198.7965602519,158.4465207499,297.9283809420,181.9750124925,1317.2053987163,106.5827626110,180.4701809317
2013-03-27,146.5532188072,4377.2536693667,2.8153459273,1479.1255742352,228.8066201263,66.1876401494,223.2796387718,10.3711745145,56.0036656595,455.3049913302,73.8074880058,743.7731227839,215.4023089084,73.7526093904,234.2363783941,123.1728653135,194.3736360965,110.0470426717,76.6676461905,651.8701925330,90.2436427028,125.5038421603,156.4959794278,97.9343067812,290.3982772429,137.4820166061,159.7321054746,61.8400058404,411.5473077166,271.3603928885,197.0910669739,158.4677119390,299.4158742439,180.9358975024,1323.5027558395,108.0025139680,178.5006195399
2013-03-28,147.1480421211,4285.7542728659,2.8573001019,1485.7601744412,230.6042030004,65.9170447277,225.5306161306,10.3198551624,56.2187541499,450.1151432735,73.8713905932,735.7762597912,217.8638744857,73.8201793488,234.9857503438,122.3735438097,195.4368434536,110.8669780619,75.1689685534,651.4913083742,90.5096670459,126.5655595426,158.5990874521,98.6865954510,290.3982772429,137.7448167474,158.6019254827,62.9210866416,415.8357731283,273.2589181098,197.1443636386,158.5736678851,297.8622701259,181.2736098733,1331.1284617397,109.3208545141,179.2665600809
2013-04-01,146.4986953288,4152.9107045882,2.8138738510,1458.5527383185,226.8806384754,65.7546874745,223.9506031763,10.2148837604,56.0036656597,453.1078293810,73.7435854188,742.4109688339,216.9241897020,72.4012102266,236.1386302675,123.3275727017,195.4851710606,110.5155771803,75.0220393734,649.7863296648,90.7552279782,126.5655595426,153.5268857475,98.6182055723,292.8100978676,139.8472178758,183.8844704791,62.9210866416,428.6284835046,269.2527081109,196.8245836482,159.8451392301,300.0439269702,180.9878532508,1321.5348317460,109.5574797398,179.5218735953
