Date,Top 10 tickers,Top 10 stock indices
2009-05-13,"XOM, WMT, MSFT, T, JNJ, PG, GE, CVX, IBM, JPM","31, 30, 20, 24, 13, 23, 9, 8, 11, 14"
2009-05-14,"XOM, WMT, MSFT, JNJ, T, PG, GE, CVX, IBM, JPM","31, 30, 20, 13, 24, 23, 9, 8, 11, 14"
2009-05-15,"XOM, WMT, MSFT, JNJ, PG, T, GE, CVX, JPM, IBM","31, 30, 20, 13, 23, 24, 9, 8, 14, 11"
2009-05-18,"XOM, WMT, MSFT, JNJ, PG, T, GE, IBM, CVX, JPM","31, 30, 20, 13, 23, 24, 9, 11, 8, 14"
2009-05-19,"XOM, WMT, MSFT, JNJ, PG, T, GE, JPM, IBM, CVX","31, 30, 20, 13, 23, 24, 9, 14, 11, 8"
2009-05-20,"XOM, WMT, MSFT, PG, JNJ, T, GE, IBM, JPM, CVX","31, 30, 20, 23, 13, 24, 9, 11, 14, 8"
2009-05-21,"XOM, WMT, MSFT, PG, JNJ, GE, T, IBM, CVX, JPM","31, 30, 20, 23, 13, 9, 24, 11, 8, 14"
2009-05-22,"XOM, WMT, MSFT, PG, JNJ, GE, T, IBM, JPM, CVX","31, 30, 20, 23, 13, 9, 24, 11, 14, 8"
2009-05-26,"XOM, WMT, MSFT, PG, JNJ, T, GE, IBM, JPM, CVX","31, 30, 20, 23, 13, 24, 9, 11, 14, 8"
2009-05-27,"XOM, WMT, MSFT, PG, JNJ, T, GE, IBM, JPM, CVX","31, 30, 20, 23, 13, 24, 9, 11, 14, 8"
2009-05-28,"XOM, WMT, MSFT, PG, JNJ, T, GE, IBM, JPM, CVX","31, 30, 20, 23, 13, 24, 9, 11, 14, 8"
2009-05-29,"XOM, WMT, MSFT, PG, JNJ, T, GE, IBM, JPM, CVX","31, 30, 20, 23, 13, 24, 9, 11, 14, 8"
2009-06-01,"XOM, WMT, MSFT, JNJ, PG, T, GE, IBM, JPM, CVX","31, 30, 20, 13, 23, 24, 9, 11, 14, 8"
2009-06-02,"XOM, WMT, MSFT, PG, JNJ, GE, T, IBM, CVX, JPM","31, 30, 20, 23, 13, 9, 24, 11, 8, 14"
2009-06-03,"XOM, WMT, MSFT, PG, JNJ, T, GE, IBM, CVX, GOOGL","31, 30, 20, 23, 13, 24, 9, 11, 8, 10"
2009-06-04,"XOM, WMT, MSFT, PG, JNJ, T, GE, IBM, CVX, GOOGL","31, 30, 20, 23, 13, 24, 9, 11, 8, 10"
2009-06-05,"XOM, WMT, MSFT, PG, JNJ, GE, T, IBM, CVX, GOOGL","31, 30, 20, 23, 13, 9, 24, 11, 8, 10"
2009-06-08,"XOM, WMT, MSFT, PG, JNJ, T, GE, IBM, GOOGL, CVX","31, 30, 20, 23, 13, 24, 9, 11, 10, 8"
2009-06-09,"XOM, WMT, MSFT, PG, JNJ, T, GE, IBM, CVX, GOOGL","31, 30, 20, 23, 13, 24, 9, 11, 8, 10"
2009-06-10,"XOM, WMT, MSFT, JNJ, PG, GE, IBM, T, CVX, GOOGL","31, 30, 20, 13, 23, 9, 11, 24, 8, 10"
2009-06-11,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GE, CVX, GOOGL","31, 20, 30, 13, 23, 24, 11, 9, 8, 10"
2009-06-12,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GE, GOOGL","31, 20, 30, 13, 23, 24, 11, 8, 9, 10"
2009-06-15,"XOM, MSFT, WMT, JNJ, PG, T, CVX, GE, IBM, GOOGL","31, 20, 30, 13, 23, 24, 8, 9, 11, 10"
2009-06-16,"XOM, MSFT, WMT, JNJ, PG, T, CVX, IBM, GE, GOOGL","31, 20, 30, 13, 23, 24, 8, 11, 9, 10"
2009-06-17,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GE, GOOGL","31, 20, 30, 13, 23, 24, 11, 8, 9, 10"
2009-06-18,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, GE","31, 20, 30, 13, 23, 24, 11, 8, 10, 9"
2009-06-19,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, JPM","31, 20, 30, 13, 23, 24, 11, 8, 10, 14"
2009-06-22,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, JPM","31, 20, 30, 13, 23, 24, 11, 8, 10, 14"
2009-06-23,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, JPM","31, 20, 30, 13, 23, 24, 11, 8, 10, 14"
2009-06-24,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, JPM","31, 20, 30, 13, 23, 24, 11, 8, 10, 14"
2009-06-25,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, JPM","31, 20, 30, 13, 23, 24, 11, 8, 10, 14"
2009-06-26,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, JPM","31, 20, 30, 13, 23, 24, 11, 8, 10, 14"
2009-06-29,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, CVX, JPM","31, 20, 30, 13, 23, 24, 11, 10, 8, 14"
2009-06-30,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, JPM","31, 20, 30, 13, 23, 24, 11, 8, 10, 14"
2009-07-01,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, CVX, JPM","31, 20, 30, 13, 23, 24, 11, 10, 8, 14"
2009-07-02,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, AAPL","31, 20, 30, 13, 23, 24, 11, 8, 10, 0"
2009-07-06,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, AAPL","31, 20, 30, 13, 23, 24, 11, 8, 10, 0"
2009-07-07,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, CVX, AAPL","31, 20, 30, 13, 23, 24, 11, 10, 8, 0"
2009-07-08,"XOM, MSFT, WMT, JNJ, PG, T, IBM, CVX, GOOGL, JPM","31, 20, 30, 13, 23, 24, 11, 8, 10, 14"
2009-07-09,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, CVX, JPM","31, 20, 30, 13, 23, 24, 11, 10, 8, 14"
2009-07-10,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, CVX, JPM","31, 20, 30, 13, 23, 24, 11, 10, 8, 14"
2009-07-13,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, AAPL, CVX","31, 20, 30, 13, 23, 24, 11, 10, 0, 8"
2009-07-14,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, JPM, AAPL","31, 20, 30, 13, 23, 24, 11, 10, 14, 0"
2009-07-15,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, JPM, AAPL","31, 20, 30, 13, 23, 24, 11, 10, 14, 0"
2009-07-16,"XOM, MSFT, WMT, JNJ, PG, T, IBM, GOOGL, JPM, AAPL","31, 20, 30, 13, 23, 24, 11, 10, 14, 0"
2009-07-17,"XOM, MSFT, WMT, JNJ, PG, IBM, T, GOOGL, JPM, AAPL","31, 20, 30, 13, 23, 11, 24, 10, 14, 0"
2009-07-20,"XOM, MSFT, WMT, JNJ, PG, IBM, T, JPM, AAPL, GOOGL","31, 20, 30, 13, 23, 11, 24, 14, 0, 10"
2009-07-21,"XOM, MSFT, WMT, JNJ, PG, IBM, T, JPM, AAPL, GOOGL","31, 20, 30, 13, 23, 11, 24, 14, 0, 10"
2009-07-22,"XOM, MSFT, WMT, JNJ, PG, IBM, T, JPM, AAPL, GOOGL","31, 20, 30, 13, 23, 11, 24, 14, 0, 10"
2009-07-23,"XOM, MSFT, WMT, JNJ, PG, IBM, T, AAPL, JPM, GOOGL","31, 20, 30, 13, 23, 11, 24, 0, 14, 10"
2009-07-24,"XOM, MSFT, WMT, JNJ, PG, IBM, T, JPM, AAPL, GOOGL","31, 20, 30, 13, 23, 11, 24, 14, 0, 10"
2009-07-27,"XOM, MSFT, WMT, JNJ, PG, IBM, T, AAPL, JPM, GOOGL","31, 20, 30, 13, 23, 11, 24, 0, 14, 10"
2009-07-28,"XOM, MSFT, WMT, JNJ, PG, IBM, T, AAPL, JPM, GOOGL","31, 20, 30, 13, 23, 11, 24, 0, 14, 10"
2009-07-29,"XOM, MSFT, WMT, JNJ, PG, IBM, T, AAPL, JPM, GOOGL","31, 20, 30, 13, 23, 11, 24, 0, 14, 10"
2009-07-30,"XOM, MSFT, WMT, JNJ, PG, IBM, T, AAPL, JPM, GOOGL","31, 20, 30, 13, 23, 11, 24, 0, 14, 10"
2009-07-31,"XOM, MSFT, WMT, JNJ, PG, T, IBM, AAPL, JPM, GOOGL","31, 20, 30, 13, 23, 24, 11, 0, 14, 10"
2009-08-03,"XOM, MSFT, WMT, JNJ, PG, T, IBM, JPM, AAPL, GE","31, 20, 30, 13, 23, 24, 11, 14, 0, 9"
2009-08-04,"XOM, MSFT, WMT, JNJ, PG, IBM, JPM, T, AAPL, GE","31, 20, 30, 13, 23, 11, 14, 24, 0, 9"
2009-08-05,"XOM, MSFT, WMT, JNJ, PG, JPM, IBM, T, AAPL, GE","31, 20, 30, 13, 23, 14, 11, 24, 0, 9"
2009-08-06,"XOM, MSFT, WMT, JNJ, JPM, PG, IBM, T, GE, AAPL","31, 20, 30, 13, 14, 23, 11, 24, 9, 0"
2009-08-07,"XOM, MSFT, WMT, JNJ, JPM, IBM, GE, T, PG, AAPL","31, 20, 30, 13, 14, 11, 9, 24, 23, 0"
2009-08-10,"XOM, MSFT, WMT, JPM, JNJ, IBM, GE, PG, T, AAPL","31, 20, 30, 14, 13, 11, 9, 23, 24, 0"
2009-08-11,"XOM, MSFT, WMT, JPM, JNJ, IBM, GE, PG, T, AAPL","31, 20, 30, 14, 13, 11, 9, 23, 24, 0"
2009-08-12,"XOM, MSFT, WMT, JNJ, JPM, IBM, PG, T, GE, AAPL","31, 20, 30, 13, 14, 11, 23, 24, 9, 0"
2009-08-13,"XOM, MSFT, WMT, JNJ, JPM, IBM, PG, T, GE, AAPL","31, 20, 30, 13, 14, 11, 23, 24, 9, 0"
2009-08-14,"XOM, MSFT, WMT, JPM, JNJ, IBM, PG, AAPL, T, GE","31, 20, 30, 14, 13, 11, 23, 0, 24, 9"
2009-08-17,"XOM, MSFT, WMT, JPM, JNJ, IBM, PG, BAC, T, AAPL","31, 20, 30, 14, 13, 11, 23, 4, 24, 0"
2009-08-18,"XOM, MSFT, WMT, JNJ, JPM, IBM, PG, T, BAC, AAPL","31, 20, 30, 13, 14, 11, 23, 24, 4, 0"
2009-08-19,"XOM, MSFT, WMT, JNJ, JPM, IBM, PG, T, AAPL, BAC","31, 20, 30, 13, 14, 11, 23, 24, 0, 4"
2009-08-20,"XOM, MSFT, WMT, JNJ, JPM, IBM, PG, T, AAPL, BAC","31, 20, 30, 13, 14, 11, 23, 24, 0, 4"
2009-08-21,"XOM, MSFT, WMT, JNJ, JPM, IBM, PG, T, AAPL, BAC","31, 20, 30, 13, 14, 11, 23, 24, 0, 4"
2009-08-24,"XOM, MSFT, WMT, JPM, JNJ, IBM, PG, T, AAPL, BAC","31, 20, 30, 14, 13, 11, 23, 24, 0, 4"
2009-08-25,"XOM, MSFT, WMT, JPM, JNJ, IBM, PG, T, AAPL, GE","31, 20, 30, 14, 13, 11, 23, 24, 0, 9"
2009-08-26,"XOM, MSFT, WMT, JPM, JNJ, PG, IBM, T, BAC, GE","31, 20, 30, 14, 13, 23, 11, 24, 4, 9"
2009-08-27,"XOM, MSFT, WMT, JPM, JNJ, IBM, T, PG, BAC, AAPL","31, 20, 30, 14, 13, 11, 24, 23, 4, 0"
2009-08-28,"XOM, MSFT, WMT, JPM, JNJ, IBM, T, BAC, PG, AAPL","31, 20, 30, 14, 13, 11, 24, 4, 23, 0"
2009-08-31,"XOM, MSFT, WMT, JPM, JNJ, BAC, PG, IBM, T, AAPL","31, 20, 30, 14, 13, 4, 23, 11, 24, 0"
2009-09-01,"XOM, MSFT, WMT, JPM, JNJ, PG, IBM, T, BAC, AAPL","31, 20, 30, 14, 13, 23, 11, 24, 4, 0"
2009-09-02,"XOM, MSFT, WMT, JNJ, JPM, PG, IBM, T, AAPL, GOOGL","31, 20, 30, 13, 14, 23, 11, 24, 0, 10"
2009-09-03,"XOM, MSFT, WMT, JNJ, JPM, PG, IBM, T, AAPL, GOOGL","31, 20, 30, 13, 14, 23, 11, 24, 0, 10"
2009-09-04,"XOM, MSFT, WMT, JPM, JNJ, PG, IBM, AAPL, T, BAC","31, 20, 30, 14, 13, 23, 11, 0, 24, 4"
2009-09-08,"XOM, MSFT, WMT, JPM, JNJ, PG, IBM, AAPL, T, BAC","31, 20, 30, 14, 13, 23, 11, 0, 24, 4"
2009-09-09,"XOM, MSFT, WMT, JPM, JNJ, PG, AAPL, GE, IBM, T","31, 20, 30, 14, 13, 23, 0, 9, 11, 24"
2009-09-10,"XOM, MSFT, WMT, JPM, JNJ, GE, PG, AAPL, IBM, T","31, 20, 30, 14, 13, 9, 23, 0, 11, 24"
2009-09-11,"XOM, MSFT, WMT, JPM, JNJ, PG, GE, T, AAPL, IBM","31, 20, 30, 14, 13, 23, 9, 24, 0, 11"
2009-09-14,"XOM, MSFT, WMT, JPM, JNJ, PG, T, GE, IBM, AAPL","31, 20, 30, 14, 13, 23, 24, 9, 11, 0"
2009-09-15,"XOM, MSFT, WMT, JPM, JNJ, GE, PG, T, IBM, AAPL","31, 20, 30, 14, 13, 9, 23, 24, 11, 0"
2009-09-16,"XOM, MSFT, WMT, GE, JPM, JNJ, PG, T, AAPL, IBM","31, 20, 30, 9, 14, 13, 23, 24, 0, 11"
2009-09-17,"XOM, MSFT, WMT, GE, JPM, JNJ, AAPL, PG, IBM, T","31, 20, 30, 9, 14, 13, 0, 23, 11, 24"
2009-09-18,"XOM, MSFT, WMT, GE, JPM, JNJ, AAPL, PG, IBM, GOOGL","31, 20, 30, 9, 14, 13, 0, 23, 11, 10"
2009-09-21,"XOM, MSFT, WMT, JPM, GE, JNJ, PG, AAPL, IBM, T","31, 20, 30, 14, 9, 13, 23, 0, 11, 24"
2009-09-22,"XOM, MSFT, WMT, GE, JPM, JNJ, PG, AAPL, IBM, T","31, 20, 30, 9, 14, 13, 23, 0, 11, 24"
2009-09-23,"XOM, MSFT, WMT, JPM, GE, JNJ, PG, AAPL, IBM, GOOGL","31, 20, 30, 14, 9, 13, 23, 0, 11, 10"
2009-09-24,"XOM, MSFT, WMT, GE, JPM, JNJ, PG, AAPL, T, IBM","31, 20, 30, 9, 14, 13, 23, 0, 24, 11"
2009-09-25,"XOM, MSFT, WMT, GE, JPM, PG, JNJ, AAPL, T, IBM","31, 20, 30, 9, 14, 23, 13, 0, 24, 11"
2009-09-28,"XOM, MSFT, WMT, GE, JPM, PG, JNJ, AAPL, T, IBM","31, 20, 30, 9, 14, 23, 13, 0, 24, 11"
2009-09-29,"XOM, MSFT, WMT, GE, JPM, PG, JNJ, AAPL, T, GOOGL","31, 20, 30, 9, 14, 23, 13, 0, 24, 10"
2009-09-30,"XOM, MSFT, WMT, GE, JPM, PG, JNJ, AAPL, T, GOOGL","31, 20, 30, 9, 14, 23, 13, 0, 24, 10"
2009-10-01,"XOM, MSFT, WMT, GE, JPM, PG, JNJ, AAPL, T, IBM","31, 20, 30, 9, 14, 23, 13, 0, 24, 11"
2009-10-02,"XOM, MSFT, WMT, GE, PG, JNJ, JPM, AAPL, T, IBM","31, 20, 30, 9, 23, 13, 14, 0, 24, 11"
2009-10-05,"XOM, MSFT, WMT, PG, AAPL, JPM, JNJ, GE, T, IBM","31, 20, 30, 23, 0, 14, 13, 9, 24, 11"
2009-10-06,"XOM, MSFT, WMT, JPM, GE, AAPL, PG, JNJ, T, IBM","31, 20, 30, 14, 9, 0, 23, 13, 24, 11"
2009-10-07,"XOM, MSFT, WMT, JPM, GE, AAPL, PG, JNJ, T, IBM","31, 20, 30, 14, 9, 0, 23, 13, 24, 11"
2009-10-08,"XOM, MSFT, WMT, JPM, GE, AAPL, JNJ, PG, GOOGL, IBM","31, 20, 30, 14, 9, 0, 13, 23, 10, 11"
2009-10-09,"XOM, MSFT, WMT, JPM, GE, AAPL, PG, JNJ, GOOGL, IBM","31, 20, 30, 14, 9, 0, 23, 13, 10, 11"
2009-10-12,"XOM, MSFT, WMT, JPM, GE, AAPL, JNJ, PG, IBM, GOOGL","31, 20, 30, 14, 9, 0, 13, 23, 11, 10"
2009-10-13,"XOM, MSFT, WMT, JPM, GE, JNJ, AAPL, PG, IBM, GOOGL","31, 20, 30, 14, 9, 13, 0, 23, 11, 10"
2009-10-14,"XOM, MSFT, WMT, JPM, GE, AAPL, JNJ, PG, IBM, GOOGL","31, 20, 30, 14, 9, 0, 13, 23, 11, 10"
2009-10-15,"XOM, MSFT, WMT, JPM, GE, AAPL, GOOGL, IBM, PG, JNJ","31, 20, 30, 14, 9, 0, 10, 11, 23, 13"
2009-10-16,"XOM, MSFT, WMT, JPM, GE, AAPL, IBM, JNJ, GOOGL, PG","31, 20, 30, 14, 9, 0, 11, 13, 10, 23"
2009-10-19,"XOM, MSFT, WMT, JPM, GOOGL, GE, AAPL, PG, JNJ, IBM","31, 20, 30, 14, 10, 9, 0, 23, 13, 11"
2009-10-20,"XOM, MSFT, WMT, JPM, GOOGL, AAPL, PG, GE, JNJ, IBM","31, 20, 30, 14, 10, 0, 23, 9, 13, 11"
2009-10-21,"XOM, MSFT, WMT, JPM, AAPL, GOOGL, PG, JNJ, GE, IBM","31, 20, 30, 14, 0, 10, 23, 13, 9, 11"
2009-10-22,"XOM, MSFT, WMT, AAPL, JPM, GOOGL, PG, JNJ, GE, IBM","31, 20, 30, 0, 14, 10, 23, 13, 9, 11"
2009-10-23,"XOM, MSFT, WMT, AAPL, JPM, GOOGL, PG, JNJ, GE, IBM","31, 20, 30, 0, 14, 10, 23, 13, 9, 11"
2009-10-26,"XOM, MSFT, WMT, AAPL, JPM, GOOGL, PG, JNJ, GE, IBM","31, 20, 30, 0, 14, 10, 23, 13, 9, 11"
2009-10-27,"XOM, MSFT, WMT, AAPL, GOOGL, JPM, PG, JNJ, GE, IBM","31, 20, 30, 0, 10, 14, 23, 13, 9, 11"
2009-10-28,"XOM, MSFT, WMT, AAPL, GOOGL, JPM, PG, JNJ, GE, IBM","31, 20, 30, 0, 10, 14, 23, 13, 9, 11"
2009-10-29,"XOM, MSFT, WMT, AAPL, GOOGL, JPM, PG, JNJ, IBM, T","31, 20, 30, 0, 10, 14, 23, 13, 11, 24"
2009-10-30,"XOM, MSFT, WMT, AAPL, GOOGL, JPM, PG, JNJ, IBM, GE","31, 20, 30, 0, 10, 14, 23, 13, 11, 9"
2009-11-02,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JPM, JNJ, IBM, CVX","31, 20, 30, 10, 0, 23, 14, 13, 11, 8"
2009-11-03,"XOM, MSFT, WMT, PG, AAPL, GOOGL, JPM, JNJ, IBM, GE","31, 20, 30, 23, 0, 10, 14, 13, 11, 9"
2009-11-04,"XOM, MSFT, WMT, PG, GOOGL, AAPL, JPM, JNJ, IBM, CVX","31, 20, 30, 23, 10, 0, 14, 13, 11, 8"
2009-11-05,"XOM, MSFT, WMT, PG, AAPL, GOOGL, JPM, JNJ, IBM, CVX","31, 20, 30, 23, 0, 10, 14, 13, 11, 8"
2009-11-06,"XOM, MSFT, WMT, PG, AAPL, GOOGL, JPM, JNJ, IBM, CVX","31, 20, 30, 23, 0, 10, 14, 13, 11, 8"
2009-11-09,"XOM, MSFT, WMT, PG, AAPL, GOOGL, JPM, JNJ, GE, IBM","31, 20, 30, 23, 0, 10, 14, 13, 9, 11"
2009-11-10,"XOM, MSFT, WMT, AAPL, PG, GOOGL, JPM, GE, JNJ, IBM","31, 20, 30, 0, 23, 10, 14, 9, 13, 11"
2009-11-11,"XOM, MSFT, WMT, AAPL, PG, GOOGL, JPM, JNJ, GE, IBM","31, 20, 30, 0, 23, 10, 14, 13, 9, 11"
2009-11-12,"XOM, MSFT, WMT, AAPL, PG, GOOGL, JPM, GE, JNJ, IBM","31, 20, 30, 0, 23, 10, 14, 9, 13, 11"
2009-11-13,"XOM, MSFT, WMT, AAPL, GOOGL, PG, JPM, JNJ, GE, IBM","31, 20, 30, 0, 10, 23, 14, 13, 9, 11"
2009-11-16,"XOM, MSFT, WMT, AAPL, GOOGL, PG, JNJ, JPM, IBM, GE","31, 20, 30, 0, 10, 23, 13, 14, 11, 9"
2009-11-17,"XOM, MSFT, WMT, AAPL, GOOGL, PG, JNJ, GE, JPM, IBM","31, 20, 30, 0, 10, 23, 13, 9, 14, 11"
2009-11-18,"XOM, MSFT, WMT, AAPL, GOOGL, PG, JNJ, GE, JPM, IBM","31, 20, 30, 0, 10, 23, 13, 9, 14, 11"
2009-11-19,"XOM, MSFT, WMT, AAPL, GOOGL, PG, JNJ, GE, JPM, IBM","31, 20, 30, 0, 10, 23, 13, 9, 14, 11"
2009-11-20,"XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, GE, JPM, IBM","31, 20, 30, 10, 23, 0, 13, 9, 14, 11"
2009-11-23,"XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, JPM, IBM, GE","31, 20, 30, 10, 23, 0, 13, 14, 11, 9"
2009-11-24,"XOM, MSFT, WMT, AAPL, GOOGL, PG, JNJ, GE, JPM, IBM","31, 20, 30, 0, 10, 23, 13, 9, 14, 11"
2009-11-25,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JNJ, GE, IBM, JPM","31, 20, 30, 10, 0, 23, 13, 9, 11, 14"
2009-11-27,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JNJ, GE, IBM, JPM","31, 20, 30, 10, 0, 23, 13, 9, 11, 14"
2009-11-30,"XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, GE, IBM, JPM","31, 20, 30, 10, 23, 0, 13, 9, 11, 14"
2009-12-01,"XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, GE, JPM, IBM","31, 20, 30, 10, 23, 0, 13, 9, 14, 11"
2009-12-02,"XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, GE, IBM, JPM","31, 20, 30, 10, 23, 0, 13, 9, 11, 14"
2009-12-03,"XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, GE, IBM, JPM","31, 20, 30, 10, 23, 0, 13, 9, 11, 14"
2009-12-04,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, GE, IBM, JPM","31, 20, 30, 10, 23, 13, 0, 9, 11, 14"
2009-12-07,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, GE, IBM, JPM","31, 20, 30, 10, 23, 13, 0, 9, 11, 14"
2009-12-08,"XOM, MSFT, WMT, GOOGL, PG, JNJ, GE, AAPL, IBM, T","31, 20, 30, 10, 23, 13, 9, 0, 11, 24"
2009-12-09,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, GE, IBM, T","31, 20, 30, 10, 23, 13, 0, 9, 11, 24"
2009-12-10,"XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, IBM, GE, T","31, 20, 30, 10, 23, 0, 13, 11, 9, 24"
2009-12-11,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, IBM, GE, T","31, 20, 30, 10, 23, 13, 0, 11, 9, 24"
2009-12-14,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, IBM, GE, T","31, 20, 30, 10, 23, 13, 0, 11, 9, 24"
2009-12-15,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, IBM, GE, T","31, 20, 30, 10, 23, 13, 0, 11, 9, 24"
2009-12-16,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, IBM, GE, T","31, 20, 30, 10, 23, 13, 0, 11, 9, 24"
2009-12-17,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, IBM, GE, JPM","31, 20, 30, 10, 23, 13, 0, 11, 9, 14"
2009-12-18,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, GE, IBM, T","31, 20, 30, 10, 23, 13, 0, 9, 11, 24"
2009-12-21,"XOM, MSFT, WMT, GOOGL, PG, JNJ, AAPL, IBM, GE, JPM","31, 20, 30, 10, 23, 13, 0, 11, 9, 14"
2009-12-22,"XOM, MSFT, WMT, GOOGL, PG, AAPL, JNJ, IBM, GE, JPM","31, 20, 30, 10, 23, 0, 13, 11, 9, 14"
2009-12-23,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JNJ, IBM, JPM, GE","31, 20, 30, 10, 0, 23, 13, 11, 14, 9"
2009-12-24,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JNJ, IBM, T, GE","31, 20, 30, 10, 0, 23, 13, 11, 24, 9"
2009-12-28,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JNJ, IBM, T, JPM","31, 20, 30, 10, 0, 23, 13, 11, 24, 14"
2009-12-29,"XOM, MSFT, WMT, GOOGL, AAPL, JNJ, PG, IBM, T, JPM","31, 20, 30, 10, 0, 13, 23, 11, 24, 14"
2009-12-30,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JNJ, IBM, T, GE","31, 20, 30, 10, 0, 23, 13, 11, 24, 9"
2009-12-31,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JNJ, IBM, T, JPM","31, 20, 30, 10, 0, 23, 13, 11, 24, 14"
2010-01-04,"XOM, MSFT, WMT, GOOGL, AAPL, JNJ, PG, IBM, T, JPM","31, 20, 30, 10, 0, 13, 23, 11, 24, 14"
2010-01-05,"XOM, MSFT, WMT, GOOGL, AAPL, JNJ, PG, IBM, JPM, T","31, 20, 30, 10, 0, 13, 23, 11, 14, 24"
2010-01-06,"XOM, MSFT, WMT, GOOGL, AAPL, PG, JNJ, JPM, IBM, T","31, 20, 30, 10, 0, 23, 13, 14, 11, 24"
2010-01-07,"XOM, MSFT, WMT, GOOGL, AAPL, JNJ, PG, JPM, IBM, GE","31, 20, 30, 10, 0, 13, 23, 14, 11, 9"
2010-01-08,"XOM, MSFT, WMT, AAPL, GOOGL, JNJ, JPM, PG, GE, IBM","31, 20, 30, 0, 10, 13, 14, 23, 9, 11"
2010-01-11,"XOM, MSFT, WMT, AAPL, GOOGL, JNJ, GE, JPM, PG, IBM","31, 20, 30, 0, 10, 13, 9, 14, 23, 11"
2010-01-12,"XOM, MSFT, WMT, GOOGL, AAPL, GE, JNJ, JPM, PG, IBM","31, 20, 30, 10, 0, 9, 13, 14, 23, 11"
2010-01-13,"XOM, MSFT, WMT, AAPL, GOOGL, GE, JNJ, PG, IBM, JPM","31, 20, 30, 0, 10, 9, 13, 23, 11, 14"
2010-01-14,"XOM, MSFT, WMT, AAPL, GOOGL, JNJ, GE, PG, JPM, IBM","31, 20, 30, 0, 10, 13, 9, 23, 14, 11"
2010-01-15,"XOM, MSFT, WMT, AAPL, GOOGL, JNJ, PG, GE, JPM, IBM","31, 20, 30, 0, 10, 13, 23, 9, 14, 11"
2010-01-19,"XOM, MSFT, WMT, AAPL, GOOGL, JNJ, PG, GE, IBM, JPM","31, 20, 30, 0, 10, 13, 23, 9, 11, 14"
2010-01-20,"XOM, MSFT, WMT, AAPL, GOOGL, JNJ, PG, IBM, GE, JPM","31, 20, 30, 0, 10, 13, 23, 11, 9, 14"
2010-01-21,"XOM, MSFT, WMT, AAPL, GOOGL, JNJ, GE, PG, IBM, JPM","31, 20, 30, 0, 10, 13, 9, 23, 11, 14"
2010-01-22,"XOM, MSFT, WMT, AAPL, GOOGL, JNJ, PG, GE, IBM, JPM","31, 20, 30, 0, 10, 13, 23, 9, 11, 14"
