Date,Top 10 tickers,Top 10 stock indices
2011-05-20,"XOM, AAPL, GE, CVX, MSFT, IBM, BRK-B, WMT, PG, T","31, 0, 9, 8, 20, 11, 5, 30, 23, 24"
2011-05-23,"XOM, AAPL, GE, MSFT, CVX, IBM, BRK-B, WMT, PG, T","31, 0, 9, 20, 8, 11, 5, 30, 23, 24"
2011-05-24,"XOM, AAPL, GE, MSFT, IBM, CVX, BRK-B, WMT, PG, T","31, 0, 9, 20, 11, 8, 5, 30, 23, 24"
2011-05-25,"XOM, AAPL, CVX, MSFT, IBM, GE, BRK-B, WMT, PG, T","31, 0, 8, 20, 11, 9, 5, 30, 23, 24"
2011-05-26,"XOM, AAPL, CVX, MSFT, GE, IBM, BRK-B, WMT, PG, T","31, 0, 8, 20, 9, 11, 5, 30, 23, 24"
2011-05-27,"XOM, AAPL, MSFT, CVX, GE, IBM, BRK-B, WMT, PG, T","31, 0, 20, 8, 9, 11, 5, 30, 23, 24"
2011-05-31,"XOM, AAPL, MSFT, CVX, GE, IBM, BRK-B, WMT, T, PG","31, 0, 20, 8, 9, 11, 5, 30, 24, 23"
2011-06-01,"XOM, AAPL, MSFT, CVX, GE, IBM, BRK-B, WMT, PG, T","31, 0, 20, 8, 9, 11, 5, 30, 23, 24"
2011-06-02,"XOM, AAPL, CVX, MSFT, GE, IBM, BRK-B, WMT, PG, T","31, 0, 8, 20, 9, 11, 5, 30, 23, 24"
2011-06-03,"XOM, AAPL, MSFT, CVX, GE, IBM, BRK-B, WMT, PG, T","31, 0, 20, 8, 9, 11, 5, 30, 23, 24"
2011-06-06,"XOM, AAPL, CVX, MSFT, IBM, GE, BRK-B, WMT, PG, T","31, 0, 8, 20, 11, 9, 5, 30, 23, 24"
2011-06-07,"XOM, AAPL, MSFT, CVX, IBM, GE, WMT, BRK-B, PG, JNJ","31, 0, 20, 8, 11, 9, 30, 5, 23, 13"
2011-06-08,"XOM, AAPL, MSFT, CVX, IBM, GE, WMT, BRK-B, PG, JNJ","31, 0, 20, 8, 11, 9, 30, 5, 23, 13"
2011-06-09,"XOM, AAPL, MSFT, CVX, IBM, GE, WMT, BRK-B, JNJ, PG","31, 0, 20, 8, 11, 9, 30, 5, 13, 23"
2011-06-10,"XOM, AAPL, CVX, MSFT, IBM, GE, WMT, BRK-B, JNJ, PG","31, 0, 8, 20, 11, 9, 30, 5, 13, 23"
2011-06-13,"XOM, AAPL, CVX, MSFT, IBM, GE, BRK-B, WMT, JNJ, PG","31, 0, 8, 20, 11, 9, 5, 30, 13, 23"
2011-06-14,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, JNJ, T","31, 0, 20, 8, 11, 9, 5, 30, 13, 24"
2011-06-15,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, JNJ, WMT, T","31, 0, 20, 8, 11, 9, 5, 13, 30, 24"
2011-06-16,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, JNJ, T","31, 0, 20, 8, 11, 9, 5, 30, 13, 24"
2011-06-17,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, JNJ, T","31, 0, 20, 8, 11, 9, 5, 30, 13, 24"
2011-06-20,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, T, JNJ","31, 0, 20, 8, 11, 9, 5, 30, 24, 13"
2011-06-21,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, T, JNJ","31, 0, 20, 8, 11, 9, 5, 30, 24, 13"
2011-06-22,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, T, JNJ","31, 0, 20, 8, 11, 9, 5, 30, 24, 13"
2011-06-23,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, T, JNJ","31, 0, 20, 8, 11, 9, 5, 30, 24, 13"
2011-06-24,"XOM, AAPL, MSFT, IBM, CVX, GE, BRK-B, WMT, T, JNJ","31, 0, 20, 11, 8, 9, 5, 30, 24, 13"
2011-06-27,"XOM, AAPL, MSFT, IBM, CVX, GE, BRK-B, WMT, T, JNJ","31, 0, 20, 11, 8, 9, 5, 30, 24, 13"
2011-06-28,"XOM, AAPL, MSFT, IBM, CVX, GE, BRK-B, T, WMT, JNJ","31, 0, 20, 11, 8, 9, 5, 24, 30, 13"
2011-06-29,"XOM, AAPL, MSFT, IBM, CVX, GE, BRK-B, T, WMT, JNJ","31, 0, 20, 11, 8, 9, 5, 24, 30, 13"
2011-06-30,"XOM, AAPL, MSFT, IBM, CVX, GE, BRK-B, T, WMT, JNJ","31, 0, 20, 11, 8, 9, 5, 24, 30, 13"
2011-07-01,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, T, WMT, JNJ","31, 0, 20, 8, 11, 9, 5, 24, 30, 13"
2011-07-05,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, T, WMT, JNJ","31, 0, 20, 8, 11, 9, 5, 24, 30, 13"
2011-07-06,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, T, WMT, JNJ","31, 0, 20, 8, 11, 9, 5, 24, 30, 13"
2011-07-07,"XOM, AAPL, MSFT, IBM, CVX, GE, BRK-B, WMT, JNJ, T","31, 0, 20, 11, 8, 9, 5, 30, 13, 24"
2011-07-08,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, JNJ, T","31, 0, 20, 8, 11, 9, 5, 30, 13, 24"
2011-07-11,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, JNJ, T","31, 0, 20, 8, 11, 9, 5, 30, 13, 24"
2011-07-12,"XOM, AAPL, MSFT, CVX, IBM, GE, WMT, BRK-B, JNJ, T","31, 0, 20, 8, 11, 9, 30, 5, 13, 24"
2011-07-13,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, JNJ, T","31, 0, 20, 8, 11, 9, 5, 30, 13, 24"
2011-07-14,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, JNJ, T","31, 0, 20, 8, 11, 9, 5, 30, 13, 24"
2011-07-15,"XOM, AAPL, MSFT, CVX, IBM, GE, BRK-B, WMT, JNJ, T","31, 0, 20, 8, 11, 9, 5, 30, 13, 24"
2011-07-18,"XOM, AAPL, MSFT, CVX, IBM, GE, GOOGL, BRK-B, WMT, JNJ","31, 0, 20, 8, 11, 9, 10, 5, 30, 13"
2011-07-19,"XOM, AAPL, MSFT, CVX, IBM, GE, GOOGL, BRK-B, WMT, JNJ","31, 0, 20, 8, 11, 9, 10, 5, 30, 13"
2011-07-20,"XOM, AAPL, MSFT, IBM, CVX, GE, GOOGL, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 9, 10, 5, 30, 13"
2011-07-21,"XOM, AAPL, MSFT, IBM, CVX, GE, GOOGL, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 9, 10, 5, 30, 13"
2011-07-22,"XOM, AAPL, MSFT, IBM, CVX, GE, GOOGL, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 9, 10, 5, 30, 13"
2011-07-25,"XOM, AAPL, MSFT, IBM, CVX, GE, GOOGL, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 9, 10, 5, 30, 13"
2011-07-26,"XOM, AAPL, MSFT, IBM, CVX, GE, GOOGL, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 9, 10, 5, 30, 13"
2011-07-27,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, GE, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 10, 9, 5, 30, 13"
2011-07-28,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, GE, WMT, BRK-B, JNJ","31, 0, 20, 11, 8, 10, 9, 30, 5, 13"
2011-07-29,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, GE, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 10, 9, 5, 30, 13"
2011-08-01,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, GE, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 10, 9, 5, 30, 13"
2011-08-02,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, GE, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 10, 9, 5, 30, 13"
2011-08-03,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, GE, BRK-B, WMT, JNJ","31, 0, 20, 11, 8, 10, 9, 5, 30, 13"
2011-08-04,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, GE, BRK-B, WMT, T","31, 0, 20, 11, 8, 10, 9, 5, 30, 24"
2011-08-05,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, BRK-B, GE, WMT, T","31, 0, 20, 11, 8, 10, 5, 9, 30, 24"
2011-08-08,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, BRK-B, WMT, GE, JNJ","31, 0, 20, 11, 8, 10, 5, 30, 9, 13"
2011-08-09,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, JNJ, BRK-B, T","31, 0, 20, 11, 8, 10, 30, 13, 5, 24"
2011-08-10,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, BRK-B, WMT, T, JNJ","31, 0, 20, 11, 8, 10, 5, 30, 24, 13"
2011-08-11,"AAPL, XOM, MSFT, IBM, CVX, GOOGL, BRK-B, WMT, T, JNJ","0, 31, 20, 11, 8, 10, 5, 30, 24, 13"
2011-08-12,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, BRK-B, JNJ, WMT, T","31, 0, 20, 11, 8, 10, 5, 13, 30, 24"
2011-08-15,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, BRK-B, JNJ, WMT, GE","31, 0, 20, 11, 8, 10, 5, 13, 30, 9"
2011-08-16,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, BRK-B, JNJ, GE, WMT","31, 0, 20, 11, 8, 10, 5, 13, 9, 30"
2011-08-17,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, JNJ, GOOGL, GE","31, 0, 20, 11, 8, 30, 5, 13, 10, 9"
2011-08-18,"XOM, AAPL, MSFT, IBM, CVX, BRK-B, WMT, JNJ, T, GOOGL","31, 0, 20, 11, 8, 5, 30, 13, 24, 10"
2011-08-19,"XOM, AAPL, MSFT, IBM, CVX, WMT, JNJ, BRK-B, T, PG","31, 0, 20, 11, 8, 30, 13, 5, 24, 23"
2011-08-22,"XOM, AAPL, MSFT, IBM, CVX, WMT, JNJ, BRK-B, PG, T","31, 0, 20, 11, 8, 30, 13, 5, 23, 24"
2011-08-23,"XOM, AAPL, MSFT, IBM, CVX, WMT, JNJ, PG, T, BRK-B","31, 0, 20, 11, 8, 30, 13, 23, 24, 5"
2011-08-24,"XOM, AAPL, MSFT, IBM, CVX, WMT, JNJ, PG, BRK-B, T","31, 0, 20, 11, 8, 30, 13, 23, 5, 24"
2011-08-25,"XOM, AAPL, MSFT, IBM, CVX, WMT, JNJ, BRK-B, T, PG","31, 0, 20, 11, 8, 30, 13, 5, 24, 23"
2011-08-26,"XOM, AAPL, MSFT, IBM, CVX, WMT, JNJ, T, PG, BRK-B","31, 0, 20, 11, 8, 30, 13, 24, 23, 5"
2011-08-29,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, BRK-B, T, PG","0, 31, 20, 11, 8, 30, 13, 5, 24, 23"
2011-08-30,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, BRK-B, GOOGL, T","0, 31, 20, 11, 8, 30, 13, 5, 10, 24"
2011-08-31,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, BRK-B, T, GOOGL","0, 31, 20, 11, 8, 30, 13, 5, 24, 10"
2011-09-01,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, JNJ, PG, GOOGL","31, 0, 20, 11, 8, 30, 5, 13, 23, 10"
2011-09-02,"XOM, AAPL, MSFT, IBM, CVX, WMT, JNJ, BRK-B, PG, GOOGL","31, 0, 20, 11, 8, 30, 13, 5, 23, 10"
2011-09-06,"XOM, AAPL, MSFT, IBM, CVX, WMT, JNJ, PG, BRK-B, GOOGL","31, 0, 20, 11, 8, 30, 13, 23, 5, 10"
2011-09-07,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, PG, BRK-B, GOOGL","0, 31, 20, 11, 8, 30, 13, 23, 5, 10"
2011-09-08,"XOM, AAPL, MSFT, IBM, CVX, WMT, JNJ, BRK-B, GOOGL, PG","31, 0, 20, 11, 8, 30, 13, 5, 10, 23"
2011-09-09,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, PG, GOOGL, BRK-B","0, 31, 20, 11, 8, 30, 13, 23, 10, 5"
2011-09-12,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, PG, GOOGL, BRK-B","0, 31, 20, 11, 8, 30, 13, 23, 10, 5"
2011-09-13,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, BRK-B, GOOGL, PG","0, 31, 20, 11, 8, 30, 13, 5, 10, 23"
2011-09-14,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, GOOGL, BRK-B, PG","0, 31, 20, 11, 8, 30, 13, 10, 5, 23"
2011-09-15,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, BRK-B, GOOGL, PG","0, 31, 20, 11, 8, 30, 13, 5, 10, 23"
2011-09-16,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, BRK-B, GOOGL, PG","0, 31, 20, 11, 8, 30, 13, 5, 10, 23"
2011-09-19,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, JNJ, PG, GOOGL","0, 31, 20, 11, 8, 30, 5, 13, 23, 10"
2011-09-20,"AAPL, XOM, MSFT, IBM, CVX, WMT, GOOGL, JNJ, PG, BRK-B","0, 31, 20, 11, 8, 30, 10, 13, 23, 5"
2011-09-21,"AAPL, XOM, MSFT, IBM, CVX, WMT, GOOGL, PG, JNJ, BRK-B","0, 31, 20, 11, 8, 30, 10, 23, 13, 5"
2011-09-22,"AAPL, XOM, MSFT, IBM, CVX, WMT, GOOGL, PG, JNJ, T","0, 31, 20, 11, 8, 30, 10, 23, 13, 24"
2011-09-23,"AAPL, XOM, MSFT, IBM, CVX, WMT, JNJ, GOOGL, PG, T","0, 31, 20, 11, 8, 30, 13, 10, 23, 24"
2011-09-26,"AAPL, XOM, MSFT, IBM, CVX, WMT, GOOGL, JNJ, PG, BRK-B","0, 31, 20, 11, 8, 30, 10, 13, 23, 5"
2011-09-27,"AAPL, XOM, MSFT, IBM, CVX, BRK-B, WMT, PG, JNJ, GOOGL","0, 31, 20, 11, 8, 5, 30, 23, 13, 10"
2011-09-28,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, JNJ, GOOGL, PG","0, 31, 20, 11, 8, 30, 5, 13, 10, 23"
2011-09-29,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, JNJ, PG, GOOGL","0, 31, 20, 11, 8, 30, 5, 13, 23, 10"
2011-09-30,"AAPL, XOM, MSFT, IBM, CVX, BRK-B, WMT, JNJ, PG, T","0, 31, 20, 11, 8, 5, 30, 13, 23, 24"
2011-10-03,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, JNJ, PG, T","0, 31, 20, 11, 8, 30, 5, 13, 23, 24"
2011-10-04,"AAPL, XOM, MSFT, IBM, WMT, CVX, BRK-B, PG, JNJ, T","0, 31, 20, 11, 30, 8, 5, 23, 13, 24"
2011-10-05,"XOM, AAPL, MSFT, IBM, WMT, CVX, BRK-B, PG, JNJ, T","31, 0, 20, 11, 30, 8, 5, 23, 13, 24"
2011-10-06,"XOM, AAPL, MSFT, IBM, CVX, BRK-B, WMT, PG, JNJ, T","31, 0, 20, 11, 8, 5, 30, 23, 13, 24"
2011-10-07,"XOM, AAPL, MSFT, IBM, CVX, BRK-B, WMT, PG, JNJ, T","31, 0, 20, 11, 8, 5, 30, 23, 13, 24"
2011-10-10,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, PG, JNJ, T","31, 0, 20, 11, 8, 30, 5, 23, 13, 24"
2011-10-11,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, PG, JNJ, GOOGL","31, 0, 20, 11, 8, 30, 5, 23, 13, 10"
2011-10-12,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, PG, GOOGL, JNJ","0, 31, 20, 11, 8, 30, 5, 23, 10, 13"
2011-10-13,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, PG, GOOGL, JNJ","0, 31, 20, 11, 8, 30, 5, 23, 10, 13"
2011-10-14,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, GOOGL, PG, JNJ","0, 31, 20, 11, 8, 30, 5, 10, 23, 13"
2011-10-17,"AAPL, XOM, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, PG, JNJ","0, 31, 20, 11, 8, 30, 10, 5, 23, 13"
2011-10-18,"AAPL, XOM, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, PG, JNJ","0, 31, 20, 11, 8, 30, 10, 5, 23, 13"
2011-10-19,"AAPL, XOM, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, PG, JNJ","0, 31, 20, 11, 8, 30, 10, 5, 23, 13"
2011-10-20,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, PG, GE","31, 0, 20, 11, 8, 30, 10, 5, 23, 9"
2011-10-21,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, PG, GE","31, 0, 20, 11, 8, 30, 10, 5, 23, 9"
2011-10-24,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, GOOGL, PG, JNJ","31, 0, 20, 11, 8, 30, 5, 10, 23, 13"
2011-10-25,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, PG, JNJ","31, 0, 20, 11, 8, 30, 10, 5, 23, 13"
2011-10-26,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, PG, JNJ","31, 0, 20, 11, 8, 30, 10, 5, 23, 13"
2011-10-27,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, GOOGL, PG, JNJ","31, 0, 20, 11, 8, 30, 5, 10, 23, 13"
2011-10-28,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, GOOGL, GE, PG","31, 0, 20, 11, 8, 30, 5, 10, 9, 23"
2011-10-31,"XOM, AAPL, MSFT, IBM, CVX, BRK-B, WMT, GOOGL, GE, JNJ","31, 0, 20, 11, 8, 5, 30, 10, 9, 13"
2011-11-01,"AAPL, XOM, MSFT, IBM, CVX, WMT, BRK-B, GOOGL, GE, PG","0, 31, 20, 11, 8, 30, 5, 10, 9, 23"
2011-11-02,"AAPL, XOM, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, JNJ, PG","0, 31, 20, 11, 8, 30, 10, 5, 13, 23"
2011-11-03,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, GOOGL, JNJ, PG","31, 0, 20, 11, 8, 30, 5, 10, 13, 23"
2011-11-04,"XOM, AAPL, MSFT, IBM, CVX, WMT, BRK-B, GOOGL, GE, JNJ","31, 0, 20, 11, 8, 30, 5, 10, 9, 13"
2011-11-07,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, JNJ, PG","31, 0, 20, 11, 8, 30, 10, 5, 13, 23"
2011-11-08,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, JNJ, PG","31, 0, 20, 11, 8, 30, 10, 5, 13, 23"
2011-11-09,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, JNJ, PG","31, 0, 20, 11, 8, 30, 10, 5, 13, 23"
2011-11-10,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, JNJ, PG","31, 0, 20, 11, 8, 30, 10, 5, 13, 23"
2011-11-11,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, JNJ, PG","31, 0, 20, 11, 8, 30, 10, 5, 13, 23"
2011-11-14,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, JNJ, PG","31, 0, 20, 11, 8, 30, 10, 5, 13, 23"
2011-11-15,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, JNJ, PG","31, 0, 20, 11, 8, 30, 10, 5, 13, 23"
2011-11-16,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, BRK-B, JNJ, PG","31, 0, 20, 11, 8, 10, 30, 5, 13, 23"
2011-11-17,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, JNJ, PG","31, 0, 11, 20, 8, 10, 30, 5, 13, 23"
2011-11-18,"XOM, AAPL, IBM, MSFT, CVX, WMT, GOOGL, BRK-B, JNJ, PG","31, 0, 11, 20, 8, 30, 10, 5, 13, 23"
2011-11-21,"XOM, AAPL, IBM, MSFT, WMT, CVX, GOOGL, BRK-B, JNJ, PG","31, 0, 11, 20, 30, 8, 10, 5, 13, 23"
2011-11-22,"XOM, AAPL, IBM, MSFT, WMT, CVX, GOOGL, BRK-B, JNJ, PG","31, 0, 11, 20, 30, 8, 10, 5, 13, 23"
2011-11-23,"XOM, AAPL, IBM, MSFT, WMT, CVX, GOOGL, BRK-B, JNJ, PG","31, 0, 11, 20, 30, 8, 10, 5, 13, 23"
2011-11-25,"XOM, AAPL, IBM, MSFT, WMT, CVX, GOOGL, BRK-B, JNJ, PG","31, 0, 11, 20, 30, 8, 10, 5, 13, 23"
2011-11-28,"XOM, AAPL, IBM, MSFT, WMT, CVX, GOOGL, BRK-B, PG, JNJ","31, 0, 11, 20, 30, 8, 10, 5, 23, 13"
2011-11-29,"XOM, AAPL, IBM, MSFT, WMT, CVX, GOOGL, BRK-B, PG, JNJ","31, 0, 11, 20, 30, 8, 10, 5, 23, 13"
2011-11-30,"XOM, AAPL, IBM, MSFT, WMT, CVX, GOOGL, BRK-B, PG, JNJ","31, 0, 11, 20, 30, 8, 10, 5, 23, 13"
2011-12-01,"XOM, AAPL, IBM, MSFT, CVX, WMT, BRK-B, GOOGL, PG, JNJ","31, 0, 11, 20, 8, 30, 5, 10, 23, 13"
2011-12-02,"XOM, AAPL, IBM, MSFT, CVX, WMT, GOOGL, BRK-B, PG, JNJ","31, 0, 11, 20, 8, 30, 10, 5, 23, 13"
2011-12-05,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, PG, JNJ","31, 0, 11, 20, 8, 10, 30, 5, 23, 13"
2011-12-06,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, PG, JNJ","31, 0, 11, 20, 8, 10, 30, 5, 23, 13"
2011-12-07,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, PG, GE","31, 0, 11, 20, 8, 10, 30, 5, 23, 9"
2011-12-08,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, PG, GE","31, 0, 11, 20, 8, 10, 30, 5, 23, 9"
2011-12-09,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, PG, JNJ","31, 0, 11, 20, 8, 10, 30, 5, 23, 13"
2011-12-12,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, PG, GE","31, 0, 11, 20, 8, 10, 30, 5, 23, 9"
2011-12-13,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, PG, GE","31, 0, 11, 20, 8, 10, 30, 5, 23, 9"
2011-12-14,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, PG, GE","31, 0, 11, 20, 8, 10, 30, 5, 23, 9"
2011-12-15,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, PG, GE","31, 0, 11, 20, 8, 10, 30, 5, 23, 9"
2011-12-16,"XOM, AAPL, IBM, MSFT, GOOGL, CVX, WMT, BRK-B, PG, GE","31, 0, 11, 20, 10, 8, 30, 5, 23, 9"
2011-12-19,"XOM, AAPL, MSFT, IBM, GOOGL, CVX, WMT, BRK-B, GE, PG","31, 0, 20, 11, 10, 8, 30, 5, 9, 23"
2011-12-20,"XOM, AAPL, IBM, MSFT, GOOGL, CVX, WMT, BRK-B, PG, GE","31, 0, 11, 20, 10, 8, 30, 5, 23, 9"
2011-12-21,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, BRK-B, GE, PG","31, 0, 11, 20, 8, 10, 30, 5, 9, 23"
2011-12-22,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, BRK-B, GE, PG","31, 0, 20, 11, 8, 30, 10, 5, 9, 23"
2011-12-23,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, GE, BRK-B, PG","31, 0, 20, 11, 8, 10, 30, 9, 5, 23"
2011-12-27,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, GE, BRK-B, PG","31, 0, 20, 11, 8, 30, 10, 9, 5, 23"
2011-12-28,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, BRK-B, GE, PG","31, 0, 20, 11, 8, 10, 30, 5, 9, 23"
2011-12-29,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, BRK-B, GE, PG","31, 0, 20, 11, 8, 10, 30, 5, 9, 23"
2011-12-30,"XOM, AAPL, IBM, MSFT, CVX, GOOGL, WMT, GE, BRK-B, PG","31, 0, 11, 20, 8, 10, 30, 9, 5, 23"
2012-01-03,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, BRK-B, GE, PG","31, 0, 20, 11, 8, 10, 30, 5, 9, 23"
2012-01-04,"XOM, AAPL, MSFT, CVX, IBM, GOOGL, WMT, GE, BRK-B, PG","31, 0, 20, 8, 11, 10, 30, 9, 5, 23"
2012-01-05,"XOM, AAPL, MSFT, CVX, IBM, GOOGL, WMT, GE, BRK-B, PG","31, 0, 20, 8, 11, 10, 30, 9, 5, 23"
2012-01-06,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, GE, BRK-B, PG","31, 0, 20, 11, 8, 10, 30, 9, 5, 23"
2012-01-09,"XOM, AAPL, MSFT, CVX, IBM, GOOGL, WMT, GE, BRK-B, PG","31, 0, 20, 8, 11, 10, 30, 9, 5, 23"
2012-01-10,"XOM, AAPL, MSFT, CVX, IBM, WMT, GOOGL, GE, BRK-B, PG","31, 0, 20, 8, 11, 30, 10, 9, 5, 23"
2012-01-11,"XOM, AAPL, MSFT, CVX, IBM, WMT, GOOGL, GE, BRK-B, PG","31, 0, 20, 8, 11, 30, 10, 9, 5, 23"
2012-01-12,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, GE, BRK-B, PG","31, 0, 20, 11, 8, 30, 10, 9, 5, 23"
2012-01-13,"XOM, AAPL, MSFT, IBM, CVX, GOOGL, WMT, GE, BRK-B, PG","31, 0, 20, 11, 8, 10, 30, 9, 5, 23"
2012-01-17,"XOM, AAPL, MSFT, CVX, IBM, WMT, GOOGL, GE, BRK-B, PG","31, 0, 20, 8, 11, 30, 10, 9, 5, 23"
2012-01-18,"XOM, AAPL, MSFT, CVX, IBM, WMT, GOOGL, GE, BRK-B, PG","31, 0, 20, 8, 11, 30, 10, 9, 5, 23"
2012-01-19,"XOM, AAPL, MSFT, IBM, CVX, WMT, GOOGL, GE, BRK-B, PG","31, 0, 20, 11, 8, 30, 10, 9, 5, 23"
2012-01-20,"XOM, AAPL, MSFT, CVX, IBM, GOOGL, WMT, GE, BRK-B, PG","31, 0, 20, 8, 11, 10, 30, 9, 5, 23"
2012-01-23,"XOM, AAPL, MSFT, IBM, CVX, WMT, GE, BRK-B, GOOGL, PG","31, 0, 20, 11, 8, 30, 9, 5, 10, 23"
